(1211, 877), 1.0
(4587, 5824), 1.0
(2565, 5579), 1.0
(2565, 4712), 1.0
(5579, 4712), 1.0
(5269, 5145), 1.0
(7292, 2880), 1.0
(7292, 1526), 1.0
(2880, 1526), 1.0
(232, 2279), 1.0
(232, 6301), 1.0
(232, 942), 1.0
(232, 6424), 1.0
(232, 1277), 1.0
(232, 348), 1.0
(232, 4522), 1.0
(232, 4458), 1.0
(232, 7043), 1.0
(232, 2500), 1.0
(232, 0), 1.0
(2279, 6301), 1.0
(2279, 942), 1.0
(2279, 6424), 1.0
(2279, 1277), 1.0
(2279, 348), 1.0
(2279, 4522), 1.0
(2279, 4458), 1.0
(2279, 7043), 1.0
(2279, 2500), 1.0
(2279, 0), 1.0
(6301, 942), 1.0
(6301, 6424), 1.0
(6301, 1277), 1.0
(6301, 348), 1.0
(6301, 4522), 1.0
(6301, 4458), 1.0
(6301, 7043), 1.0
(6301, 2500), 1.0
(6301, 0), 1.0
(942, 6424), 1.0
(942, 1277), 1.0
(942, 348), 1.0
(942, 4522), 1.0
(942, 4458), 1.0
(942, 7043), 1.0
(942, 2500), 1.0
(942, 0), 1.0
(6424, 1277), 1.0
(6424, 348), 1.0
(6424, 4522), 1.0
(6424, 4458), 1.0
(6424, 7043), 1.0
(6424, 2500), 1.0
(6424, 0), 1.0
(1277, 348), 1.0
(1277, 4522), 1.0
(1277, 4458), 1.0
(1277, 7043), 1.0
(1277, 2500), 1.0
(1277, 0), 1.0
(348, 4522), 1.0
(348, 4458), 1.0
(348, 7043), 1.0
(348, 2500), 1.0
(348, 0), 1.0
(4522, 4458), 1.0
(4522, 7043), 1.0
(4522, 2500), 1.0
(4522, 0), 1.0
(4458, 7043), 1.0
(4458, 2500), 1.0
(4458, 0), 1.0
(7043, 2500), 1.0
(7043, 0), 1.0
(2500, 0), 1.0
(7111, 1345), 1.0
(7111, 2756), 1.0
(1345, 2756), 1.0
(5208, 4396), 1.0
(5208, 3087), 1.0
(4396, 3087), 1.0
(7858, 8081), 1.0
(7858, 7713), 1.0
(8081, 7713), 1.0
(3334, 6482), 1.0
(3148, 3211), 1.0
(3148, 2630), 1.0
(3211, 2630), 1.0
(77, 533), 1.0
(77, 2163), 1.0
(77, 1152), 1.0
(77, 7441), 1.0
(77, 1718), 1.0
(77, 656), 1.0
(77, 6918), 1.0
(77, 483), 1.0
(533, 2163), 1.0
(533, 1152), 1.0
(533, 7441), 1.0
(533, 1718), 1.0
(533, 656), 1.0
(533, 6918), 1.0
(533, 483), 1.0
(2163, 1152), 1.0
(2163, 7441), 1.0
(2163, 1718), 1.0
(2163, 656), 1.0
(2163, 6918), 1.0
(2163, 483), 1.0
(1152, 7441), 1.0
(1152, 1718), 1.0
(1152, 656), 1.0
(1152, 6918), 1.0
(1152, 483), 1.0
(7441, 1718), 1.0
(7441, 656), 1.0
(7441, 6918), 1.0
(7441, 483), 1.0
(1718, 656), 1.0
(1718, 6918), 1.0
(1718, 483), 1.0
(656, 6918), 1.0
(656, 483), 1.0
(6918, 483), 1.0
